_timestamp,average_temp,max_temp,min_temp
27181491,38.039215,40.392159,-2.745098
27281176,38.039215,40.392159,-2.745098
27381369,38.039215,40.392159,-2.745098
27582328,38.039215,40.392159,-2.745098
27688864,38.039215,40.392159,-2.745098
27783865,38.039215,40.392159,-2.745098
27982998,38.039215,40.392159,-2.745098
28081932,38.039215,40.392159,-2.745098
28182700,38.039215,40.392159,-2.745098
28381533,38.039215,40.392159,-2.745098
28481211,38.039215,40.392159,-2.745098
28681034,38.039215,40.392159,-2.745098
28781365,38.039215,40.392159,-2.745098
28881025,38.039215,40.392159,-2.745098
29082041,38.039215,40.392159,-2.745098
29181102,38.039215,40.392159,-2.745098
29281151,38.039215,40.392159,-2.745098
29482315,38.039215,40.392159,-2.745098
29581829,38.039215,40.392159,-2.745098
29682245,38.039215,40.392159,-2.745098
29781422,38.039215,40.392159,-2.745098
29881120,38.039215,40.392159,-2.745098
29981144,38.039215,40.392159,-2.745098
30081203,38.039215,40.392159,-2.745098
30181095,38.039215,40.392159,-2.745098
30282150,38.039215,40.392159,-2.745098
30381592,38.039215,40.392159,-2.745098
30481719,38.039215,40.392159,-2.745098
30581706,38.039215,40.392159,-2.745098
30881762,38.039215,40.392159,-2.745098
30981890,38.039215,40.392159,-2.745098
31181133,38.039215,40.392159,-2.745098
31280988,38.039215,40.392159,-2.745098
31381317,38.039215,40.392159,-2.745098
31581487,38.039215,40.392159,-2.745098
31783431,38.039215,40.392159,-2.745098
31882077,38.039215,40.392159,-2.745098
31982398,38.039215,40.392159,-2.745098
32081086,38.039215,40.392159,-2.745098
32182024,38.039215,40.392159,-2.745098
32281095,38.039215,40.392159,-2.745098
32481370,38.039215,40.392159,-2.745098
32581985,38.039215,40.392159,-2.745098
32681298,38.039215,40.392159,-2.745098
32782258,38.039215,40.392159,-2.745098
32881335,38.039215,40.392159,-2.745098
32981240,38.039215,40.392159,-2.745098
33081496,38.039215,40.392159,-2.745098
33181078,38.039215,40.392159,-2.745098
33281430,38.039215,40.392159,-2.745098
33381087,38.039215,40.392159,-2.745098
33481226,38.039215,40.392159,-2.745098
33581147,38.039215,40.392159,-2.745098
33681654,38.039215,40.392159,-2.745098
33781084,38.039215,40.392159,-2.745098
33881388,38.039215,40.392159,-2.745098
34181296,38.039215,40.392159,-2.745098
34281207,38.039215,40.392159,-2.745098
34381268,38.039215,40.392159,-2.745098
34481480,38.039215,40.392159,-2.745098
34581306,38.039215,40.392159,-2.745098
34681733,38.039215,40.392159,-2.745098
34782499,38.039215,40.392159,-2.745098
35080979,38.039215,40.392159,-2.745098
35181190,38.039215,40.392159,-2.745098
35381380,38.039215,40.392159,-2.745098
35481283,38.039215,40.392159,-2.745098
35581052,38.039215,40.392159,-2.745098
35682019,38.039215,40.392159,-2.745098
35781212,38.039215,40.392159,-2.745098
35881558,38.039215,40.392159,-2.745098
35981141,38.039215,40.392159,-2.745098
36081234,38.039215,40.392159,-2.745098
36181158,38.039215,40.392159,-2.745098
36286281,38.039215,40.392159,-2.745098
36381328,38.039215,40.392159,-2.745098
36481448,38.039215,40.392159,-2.745098
36781013,38.039215,40.392159,-2.745098
36881287,38.039215,40.392159,-2.745098
37081188,38.039215,40.392159,-2.745098
37181380,38.039215,40.392159,-2.745098
37284231,38.039215,40.392159,-2.745098
37381372,38.039215,40.392159,-2.745098
37482297,38.039215,40.392159,-2.745098
37581620,38.039215,40.392159,-2.745098
37681305,38.039215,40.392159,-2.745098
37781443,38.039215,40.392159,-2.745098
37882201,38.039215,40.392159,-2.745098
38081283,38.039215,40.392159,-2.745098
38181524,38.039215,40.392159,-2.745098
38381560,38.039215,40.392159,-2.745098
38481437,38.039215,40.392159,-2.745098
38581074,38.039215,40.392159,-2.745098
38881027,38.039215,40.392159,-2.745098
39081314,38.039215,40.392159,-2.745098
39181422,38.039215,40.392159,-2.745098
39381654,38.039215,40.392159,-2.745098
39481065,38.039215,40.392159,-2.745098
39581993,38.039215,40.392159,-2.745098
39681036,38.039215,40.392159,-2.745098
39781384,38.039215,40.392159,-2.745098
39881210,38.039215,40.392159,-2.745098
39982109,38.039215,40.392159,-2.745098
40180982,38.039215,40.392159,-2.745098
40281519,38.039215,40.392159,-2.745098
40381374,38.039215,40.392159,-2.745098
40481574,38.039215,40.392159,-2.745098
40581187,38.039215,40.392159,-2.745098
40681651,38.039215,40.392159,-2.745098
40781052,38.039215,40.392159,-2.745098
40880958,38.039215,40.392159,-2.745098
40981147,38.039215,40.392159,-2.745098
41081300,38.039215,40.392159,-2.745098
41181183,38.039215,40.392159,-2.745098
41281117,38.039215,40.392159,-2.745098
41381200,38.039215,40.392159,-2.745098
41481030,38.039215,40.392159,-2.745098
41681084,38.039215,40.392159,-2.745098
41881155,38.039215,40.392159,-2.745098
41984692,38.039215,40.392159,-2.745098
42081140,38.039215,40.392159,-2.745098
42181116,38.039215,40.392159,-2.745098
42281263,38.039215,40.392159,-2.745098
42581018,38.039215,40.392159,-2.745098
42681127,38.039215,40.392159,-2.745098
42882474,38.039215,40.392159,-2.745098
42981879,38.039215,40.392159,-2.745098
43081228,38.039215,40.392159,-2.745098
43181071,38.039215,40.392159,-2.745098
43281114,38.039215,40.392159,-2.745098
43381431,38.039215,40.392159,-2.745098
43482277,38.039215,40.392159,-2.745098
43581176,38.039215,40.392159,-2.745098
43782490,38.039215,40.392159,-2.745098
43881170,38.039215,40.392159,-2.745098
44181052,38.039215,40.392159,-2.745098
44287317,38.039215,40.392159,-2.745098
44381377,38.039215,40.392159,-2.745098
44482257,38.039215,40.392159,-2.745098
44581106,38.039215,40.392159,-2.745098
44681104,38.039215,40.392159,-2.745098
44781285,38.039215,40.392159,-2.745098
44882055,38.039215,40.392159,-2.745098
44982090,38.039215,40.392159,-2.745098
45081056,38.039215,40.392159,-2.745098
45181248,38.039215,40.392159,-2.745098
45282159,38.039215,40.392159,-2.745098
45481132,38.039215,40.392159,-2.745098
45581011,38.039215,40.392159,-2.745098
45680975,38.039215,40.392159,-2.745098
45781049,38.039215,40.392159,-2.745098
45881124,38.039215,40.392159,-2.745098
45981067,38.039215,40.392159,-2.745098
46081374,38.039215,40.392159,-2.745098
46280994,38.039215,40.392159,-2.745098
46381447,38.039215,40.392159,-2.745098
46581606,38.039215,40.392159,-2.745098
46681233,38.039215,40.392159,-2.745098
46881057,38.039215,40.392159,-2.745098
46981448,38.039215,40.392159,-2.745098
47181117,38.039215,40.392159,-2.745098
47381191,38.039215,40.392159,-2.745098
47581031,38.039215,40.392159,-2.745098
47681303,38.039215,40.392159,-2.745098
47781055,38.039215,40.392159,-2.745098
47881411,38.039215,40.392159,-2.745098
48081560,38.039215,40.392159,-2.745098
48381144,38.039215,40.392159,-2.745098
48582699,38.039215,40.392159,-2.745098
48781855,38.039215,40.392159,-2.745098
48981091,38.039215,40.392159,-2.745098
49181341,38.039215,40.392159,-2.745098
49281115,38.039215,40.392159,-2.745098
49381367,38.039215,40.392159,-2.745098
49482575,38.039215,40.392159,-2.745098
49680969,38.039215,40.392159,-2.745098
49781199,38.039215,40.392159,-2.745098
49981458,38.039215,40.392159,-2.745098
50081278,38.039215,40.392159,-2.745098
50181354,38.039215,40.392159,-2.745098
50582378,38.039215,40.392159,-2.745098
50681382,38.039215,40.392159,-2.745098
50781170,38.039215,40.392159,-2.745098
50881591,38.039215,40.392159,-2.745098
50981726,38.039215,40.392159,-2.745098
51081118,38.039215,40.392159,-2.745098
51181685,38.039215,40.392159,-2.745098
51281051,38.039215,40.392159,-2.745098
51482242,38.039215,40.392159,-2.745098
51581244,38.039215,40.392159,-2.745098
51781002,38.039215,40.392159,-2.745098
51981263,38.039215,40.392159,-2.745098
52481224,38.039215,40.392159,-2.745098
52581319,38.039215,40.392159,-2.745098
52681184,38.039215,40.392159,-2.745098
52781106,38.039215,40.392159,-2.745098
52881432,38.039215,40.392159,-2.745098
52981149,38.039215,40.392159,-2.745098
53181242,38.039215,40.392159,-2.745098
53281599,38.039215,40.392159,-2.745098
53481327,38.039215,40.392159,-2.745098
53581181,38.039215,40.392159,-2.745098
53681773,38.039215,40.392159,-2.745098
54081318,38.039215,40.392159,-2.745098
54381491,38.039215,40.392159,-2.745098
54481507,38.039215,40.392159,-2.745098
54681398,38.039215,40.392159,-2.745098
54780957,38.039215,40.392159,-2.745098
54881094,38.039215,40.392159,-2.745098
54984445,38.039215,40.392159,-2.745098
55081518,38.039215,40.392159,-2.745098
55181195,38.039215,40.392159,-2.745098
55281044,38.039215,40.392159,-2.745098
55381287,38.039215,40.392159,-2.745098
55482872,38.039215,40.392159,-2.745098
55581052,38.039215,40.392159,-2.745098
55681398,38.039215,40.392159,-2.745098
55781018,38.039215,40.392159,-2.745098
55981334,38.039215,40.392159,-2.745098
56081363,38.039215,40.392159,-2.745098
56481446,38.039215,40.392159,-2.745098
56580993,38.039215,40.392159,-2.745098
56781077,38.039215,40.392159,-2.745098
56881416,38.039215,40.392159,-2.745098
57181313,38.039215,40.392159,-2.745098
57381062,38.039215,40.392159,-2.745098
57581396,38.039215,40.392159,-2.745098
57681026,38.039215,40.392159,-2.745098
57781384,38.039215,40.392159,-2.745098
57881429,38.039215,40.392159,-2.745098
58181121,38.039215,40.392159,-2.745098
58281644,38.039215,40.392159,-2.745098
58482342,38.039215,40.392159,-2.745098
58681610,38.039215,40.392159,-2.745098
58781349,38.039215,40.392159,-2.745098
59080984,38.039215,40.392159,-2.745098
59281037,38.039215,40.392159,-2.745098
59481510,38.039215,40.392159,-2.745098
59581837,38.039215,40.392159,-2.745098
59681216,38.039215,40.392159,-2.745098
59880992,38.039215,40.392159,-2.745098
59981249,38.039215,40.392159,-2.745098
60282087,38.039215,40.392159,-2.745098
60381422,38.039215,40.392159,-2.745098
60581428,38.039215,40.392159,-2.745098
60781439,38.039215,40.392159,-2.745098
60981283,38.039215,40.392159,-2.745098
61081222,38.039215,40.392159,-2.745098
61181090,38.039215,40.392159,-2.745098
61381346,38.039215,40.392159,-2.745098
61482251,38.039215,40.392159,-2.745098
61581372,38.039215,40.392159,-2.745098
61781214,38.039215,40.392159,-2.745098
61881325,38.039215,40.392159,-2.745098
62081231,38.039215,40.392159,-2.745098
62281406,38.039215,40.392159,-2.745098
62381441,38.039215,40.392159,-2.745098
62681963,38.039215,40.392159,-2.745098
62781118,38.039215,40.392159,-2.745098
62881165,38.039215,40.392159,-2.745098
63080978,38.039215,40.392159,-2.745098
63281105,38.039215,40.392159,-2.745098
63481332,38.039215,40.392159,-2.745098
63981071,38.039215,40.392159,-2.745098
64081407,38.039215,40.392159,-2.745098
64481306,38.039215,40.392159,-2.745098
64581128,38.039215,40.392159,-2.745098
64781479,38.039215,40.392159,-2.745098
64881018,38.039215,40.392159,-2.745098
64981767,38.039215,40.392159,-2.745098
65181561,38.039215,40.392159,-2.745098
65282188,38.039215,40.392159,-2.745098
65581228,38.039215,40.392159,-2.745098
65681246,38.039215,40.392159,-2.745098
65981482,38.039215,40.392159,-2.745098
66181163,38.039215,40.392159,-2.745098
66281301,38.039215,40.392159,-2.745098
66481238,38.039215,40.392159,-2.745098
66581081,38.039215,40.392159,-2.745098
66681012,38.039215,40.392159,-2.745098
66881450,38.039215,40.392159,-2.745098
67381674,38.039215,40.392159,-2.745098
67481430,38.039215,40.392159,-2.745098
67910166,38.039215,40.392159,-2.745098
67981204,38.039215,40.392159,-2.745098
68081364,38.039215,40.392159,-2.745098
68181113,38.039215,40.392159,-2.745098
68281017,38.039215,40.392159,-2.745098
68681798,38.039215,40.392159,-2.745098
68783259,38.039215,40.392159,-2.745098
69181784,38.039215,40.392159,-2.745098
69382389,38.039215,40.392159,-2.745098
69481240,38.039215,40.392159,-2.745098
69581428,38.039215,40.392159,-2.745098
69781163,38.039215,40.392159,-2.745098
69989268,38.039215,40.392159,-2.745098
70181176,38.039215,40.392159,-2.745098
70281036,38.039215,40.392159,-2.745098
70481226,38.039215,40.392159,-2.745098
70682440,38.039215,40.392159,-2.745098
70781196,38.039215,40.392159,-2.745098
70982120,38.039215,40.392159,-2.745098
71081648,38.039215,40.392159,-2.745098
71280991,38.039215,40.392159,-2.745098
71482218,38.039215,40.392159,-2.745098
71681950,38.039215,40.392159,-2.745098
71881605,38.039215,40.392159,-2.745098
72081707,38.039215,40.392159,-2.745098
72181125,38.039215,40.392159,-2.745098
72382304,38.039215,40.392159,-2.745098
72581093,38.039215,40.392159,-2.745098
72881001,38.039215,40.392159,-2.745098
72986217,38.039215,40.392159,-2.745098
73281085,38.039215,40.392159,-2.745098
73381585,38.039215,40.392159,-2.745098
73681125,38.039215,40.784313,-2.745098
73780972,38.039215,40.784313,-2.745098
73981345,38.039215,40.784313,-2.745098
74181458,38.039215,40.784313,-2.745098
74581145,38.039215,40.784313,-2.745098
74682492,38.039215,40.784313,-2.745098
74881444,38.039215,40.784313,-2.745098
75081225,38.039215,40.784313,-2.745098
75382639,38.039215,40.784313,-2.745098
75481152,38.039215,40.784313,-2.745098
75781493,38.039215,40.784313,-2.745098
76081251,38.039215,40.784313,-2.745098
76283205,38.039215,40.784313,-2.745098
76481220,38.039215,40.784313,-2.745098
76581311,38.039215,40.784313,-2.745098
76681425,38.039215,40.784313,-2.745098
76781015,38.039215,40.784313,-2.745098
76981176,38.039215,40.784313,-2.745098
77081162,38.039215,40.784313,-2.745098
77181608,38.039215,40.784313,-2.745098
77381085,38.039215,40.784313,-2.745098
77481290,38.039215,40.784313,-2.745098
77581204,38.039215,40.784313,-2.745098
77781608,38.039215,40.784313,-2.745098
77981205,38.039215,40.784313,-2.745098
78381142,38.039215,40.784313,-2.745098
78485162,38.039215,40.784313,-2.745098
78581018,38.039215,40.784313,-2.745098
78785455,38.039215,40.784313,-2.745098
78882081,38.039215,40.784313,-2.745098
79181002,38.039215,40.784313,-2.745098
79281675,38.039215,40.784313,-2.745098
79481311,38.039215,40.784313,-2.745098
79581815,38.039215,40.784313,-2.745098
79681850,38.039215,40.784313,-2.745098
79881019,38.039215,40.784313,-2.745098
79982090,38.039215,40.784313,-2.745098
80081250,38.039215,40.784313,-2.745098
80281565,38.039215,40.784313,-2.745098
80581054,38.039215,40.784313,-2.745098
80681098,38.039215,40.784313,-2.745098
80781128,38.039215,40.784313,-2.745098
80881330,38.039215,40.784313,-2.745098
80981183,38.039215,40.784313,-2.745098
81181022,38.039215,40.784313,-2.745098
81281824,38.039215,40.784313,-2.745098
81381835,38.039215,40.784313,-2.745098
81582074,38.039215,40.784313,-2.745098
81681890,38.039215,40.784313,-2.745098
81781505,38.039215,40.784313,-2.745098
81981375,38.039215,40.784313,-2.745098
82080973,38.039215,40.784313,-2.745098
82581009,38.039215,40.784313,-2.745098
82681411,38.039215,40.784313,-2.745098
82781396,38.039215,40.784313,-2.745098
82881127,38.039215,40.784313,-2.745098
83081655,38.039215,40.784313,-2.745098
83284599,38.039215,40.784313,-2.745098
83482222,38.039215,40.784313,-2.745098
83680988,38.039215,40.784313,-2.745098
83781222,38.039215,40.784313,-2.745098
83882479,38.039215,40.784313,-2.745098
84281272,38.039215,40.784313,-2.745098
84881050,38.039215,40.784313,-2.745098
84981371,38.039215,40.784313,-2.745098
85081288,38.039215,40.784313,-2.745098
85187842,38.039215,40.784313,-2.745098
85381875,38.039215,40.784313,-2.745098
85481494,38.039215,40.784313,-2.745098
85581296,38.039215,40.784313,-2.745098
85781428,38.039215,40.784313,-2.745098
85886582,38.039215,40.784313,-2.745098
86181085,38.039215,40.784313,-2.745098
86481276,38.039215,40.784313,-2.745098
86581190,38.039215,40.784313,-2.745098
86781323,38.039215,40.784313,-2.745098
86981347,38.039215,40.784313,-2.745098
87082016,38.039215,40.784313,-2.745098
87181080,38.039215,40.784313,-2.745098
87281039,38.039215,40.784313,-2.745098
87481418,38.039215,40.784313,-2.745098
87582120,38.039215,40.784313,-2.745098
87681445,38.039215,40.784313,-2.745098
87981254,38.039215,40.784313,-2.745098
88281620,38.039215,40.784313,-2.745098
88381026,38.039215,40.784313,-2.745098
88681477,38.039215,40.784313,-2.745098
88882847,38.039215,40.784313,-2.745098
89086292,38.039215,40.784313,-2.745098
89181495,38.039215,40.784313,-2.745098
89381143,38.039215,40.784313,-2.745098
89581679,38.039215,40.784313,-2.745098
89681324,38.039215,40.784313,-2.745098
89784152,38.039215,40.784313,-2.745098
89981096,38.039215,40.784313,-2.745098
90081757,38.039215,40.784313,-2.745098
90181427,38.039215,40.784313,-2.745098
90381997,38.039215,40.784313,-2.745098
90482813,38.039215,40.784313,-2.745098
90581230,38.039215,40.784313,-2.745098
90982215,38.039215,40.784313,-2.745098
91081097,38.039215,40.784313,-2.745098
91181066,38.039215,40.784313,-2.745098
91281349,38.039215,40.784313,-2.745098
91385143,38.039215,40.784313,-2.745098
91481587,38.039215,40.784313,-2.745098
91681115,38.039215,40.784313,-2.745098
91781315,38.039215,40.784313,-2.745098
91881136,38.039215,40.784313,-2.745098
92081087,38.039215,40.784313,-2.745098
92181140,38.039215,40.784313,-2.745098
92281178,38.039215,40.784313,-2.745098
92481390,38.039215,40.784313,-2.745098
92581809,38.039215,40.784313,-2.745098
92681219,38.039215,40.784313,-2.745098
92881115,38.039215,40.784313,-2.745098
93081209,38.039215,40.784313,-2.745098
93380981,38.039215,40.784313,-2.745098
93481518,38.039215,40.784313,-2.745098
93581071,38.039215,40.784313,-2.745098
93781002,38.039215,40.784313,-2.745098
93880989,38.039215,40.784313,-2.745098
93981116,38.039215,40.784313,-2.745098
94181807,38.039215,40.784313,-2.745098
94286654,38.039215,40.784313,-2.745098
94380988,38.039215,40.784313,-2.745098
94881027,38.039215,40.784313,-2.745098
95381119,38.039215,40.784313,-2.745098
95481726,38.039215,40.784313,-2.745098
95681529,38.039215,40.784313,-2.745098
95781876,38.039215,40.784313,-2.745098
95981637,38.039215,40.784313,-2.745098
96081261,38.039215,40.784313,-2.745098
96281041,38.039215,40.784313,-2.745098
96381787,38.039215,40.784313,-2.745098
96481406,38.039215,40.784313,-2.745098
96681172,38.039215,40.392159,-2.745098
96881360,38.039215,40.392159,-2.745098
97081533,38.039215,40.392159,-2.745098
97483455,38.039215,40.392159,-2.745098
97581034,38.039215,40.392159,-2.745098
97681069,38.039215,40.392159,-2.745098
97781100,38.039215,40.392159,-2.745098
97981539,38.039215,40.392159,-2.745098
98081355,38.039215,40.392159,-2.745098
98181144,38.039215,40.392159,-2.745098
98381114,38.039215,40.392159,-2.745098
98481186,38.039215,40.392159,-2.745098
98581079,38.039215,40.392159,-2.745098
98881624,38.039215,40.392159,-2.745098
99081043,38.039215,40.392159,-2.745098
99181094,38.039215,40.392159,-2.745098
99380986,38.039215,40.392159,-2.745098
99581137,38.039215,40.392159,-2.745098
99681415,38.039215,40.392159,-2.745098
99781775,38.039215,40.392159,-2.745098
100081001,38.039215,40.392159,-2.745098
100281115,38.039215,40.392159,-2.745098
100381001,38.039215,40.392159,-2.745098
100482337,38.039215,40.392159,-2.745098
100681562,38.039215,40.392159,-2.745098
